"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster"
"UNC5CL",6.77910739446094E-07,1.91895452137801,0.333,0.013,0.016550512792837,"BM"
"SNRPEP4",9.05937105481807E-07,1.24011112670784,0.333,0.013,0.022117548493233,"BM"
"C2orf15",9.30620592951632E-07,1.59358198245721,0.333,0.013,0.022720171156321,"BM"
"ZNF343",7.17790620949227E-06,1.90813901352388,0.333,0.016,0.175241402198544,"BM"
"PPP1R36",9.14739045424242E-06,1.91455022709874,0.333,0.016,0.223324390549874,"BM"
"VNN1",2.56287722023318E-05,1.57584543601581,0.333,0.018,0.625700844547728,"BM"
"HJURP",3.41414425049161E-05,1.87313774528547,0.333,0.018,0.833529177315022,"BM"
"BTBD9",3.99188478192983E-05,1.89684475308813,0.333,0.019,0.974578750660349,"BM"
"NEU3",4.71028657662508E-05,1.58200722219966,0.333,0.019,1,"BM"
"MAD2L1",0.000130991489199,2.28121730583452,0.667,0.09,1,"BM"
"FSD1L",0.00013542860214,1.89656264844618,0.333,0.021,1,"BM"
"CASK",0.000297078422064,1.86885271722436,0.667,0.095,1,"BM"
"GSK3B",0.000442494285438,2.48964202752352,0.667,0.107,1,"BM"
"TDGF1",0.000514515451348,1.88292998500367,0.333,0.025,1,"BM"
"AC090517.4",0.000890884503084,1.58115283018867,0.333,0.028,1,"BM"
"GPX2",0.001045984465063,1.70749989944434,1,0.26,1,"BM"
"FAM149B1",0.001170753710949,1.56518152674575,0.333,0.029,1,"BM"
"TTC21B",0.001213568534576,1.86694521841232,0.333,0.029,1,"BM"
"FOPNL",0.001217311475139,2.25882319369141,0.667,0.126,1,"BM"
"NPIPB15",0.00126806545146,1.5725050172255,0.333,0.029,1,"BM"
"BANF1",0.001375442389084,2.64373944245099,1,0.436,1,"BM"
"UGT2B17",0.001576445940739,1.81054610366271,0.333,0.03,1,"BM"
"RPS2P46",0.001685871294191,1.85514053918545,0.333,0.031,1,"BM"
"MAGIX",0.002122504727079,1.5600174552062,0.333,0.032,1,"BM"
"ATP5MC1",0.002222831996692,2.83510027499514,1,0.492,1,"BM"
"MRPL51",0.002229262346041,2.1611450284486,1,0.5,1,"BM"
"AP000350.4",0.002272911644034,2.65242459165683,1,0.506,1,"BM"
"POLR2J4",0.002424452678475,1.55132573755493,0.333,0.033,1,"BM"
"IL7",0.002893953312614,1.53916348409839,0.333,0.034,1,"BM"
"CENPA",0.003034310622277,1.82068242520499,0.333,0.034,1,"BM"
"RPS18",0.003338043523572,1.65519239730552,1,0.995,1,"BM"
"RPL32",0.003694927374787,1.50522913832312,1,0.992,1,"BM"
"KCTD6",0.004127659023938,1.86411540216364,0.333,0.036,1,"BM"
"MYBL2",0.004423162387788,1.8324605159968,0.333,0.037,1,"BM"
"RPS6",0.004547103713784,1.86874859217766,1,0.991,1,"BM"
"RPS23",0.004753184733751,1.98959740594366,1,0.985,1,"BM"
"RPL23",0.004815527715447,1.3158023614096,1,0.945,1,"BM"
"ABHD12B",0.005137568941988,1.81736932141298,0.333,0.038,1,"BM"
"RPL14",0.005376294711999,1.36837424052236,1,0.973,1,"BM"
"CDCA3",0.005725700542404,1.82178262469899,0.333,0.039,1,"BM"
"AURKB",0.006170250466579,1.78777413663992,0.333,0.039,1,"BM"
"SEC61G",0.006294240670311,1.83643817779305,1,0.69,1,"BM"
"RPL24",0.006774660130194,1.04488017282637,1,0.964,1,"BM"
"RPL29",0.006822298395883,1.46251260633474,1,0.976,1,"BM"
"RPL21",0.007049603848935,1.55222877304236,1,0.994,1,"BM"
"HDAC4",0.007139792338141,1.84997468099832,0.333,0.04,1,"BM"
"TPT1",0.007211682139481,1.37386460814376,1,0.987,1,"BM"
"PPP2R5D",0.007400481515862,1.82142175884422,0.333,0.041,1,"BM"
"R3HCC1L",0.008131325554849,1.51772972691593,0.333,0.041,1,"BM"
"ZNF738",0.008613940253214,1.81806261368571,0.333,0.042,1,"BM"
"POMP",0.008715011135206,1.48630132549843,1,0.649,1,"BM"
"RACK1",0.008794930056709,1.3751111504429,1,0.952,1,"BM"
"NACA3P",0.008916443063397,1.47491287061962,0.333,0.042,1,"BM"
"RPS12",0.0093386253437,1.14947095745695,1,0.992,1,"BM"
"RPS24",0.009510438328105,1.18109434190294,1,0.985,1,"BM"
"AC012254.2",0.009954384964255,1.20954554227168,0.333,0.044,1,"BM"
"PBK",1.79878492966006E-10,1.65782996424273,0.5,0.035,4.39155352727206E-06,"BM & Prog."
"AC010531.1",6.49245664984349E-10,0.921053583542049,0.333,0.017,1.58506836649279E-05,"BM & Prog."
"CENPU",1.55681698829171E-08,1.82567192326414,0.5,0.044,0.000380081299522,"BM & Prog."
"PRR13P5",1.51536193302408E-07,0.887231683653723,0.333,0.022,0.003699604623285,"BM & Prog."
"NXPE4",3.21891843727229E-07,1.27859439127828,0.333,0.023,0.007858667472757,"BM & Prog."
"HMGCS2",3.69593289580032E-07,2.21501728801436,0.5,0.054,0.009023250571807,"BM & Prog."
"KIF9",3.76111718219559E-07,2.01193424023165,0.667,0.101,0.009182391488612,"BM & Prog."
"TOP2A",1.26114855341786E-06,1.85344998129146,0.5,0.058,0.030789680783144,"BM & Prog."
"FMO5",1.14245953370543E-05,1.57060639701619,0.333,0.031,0.278920070558844,"BM & Prog."
"C16orf95",2.00775431870684E-05,0.893103126392477,0.333,0.033,0.490173139369089,"BM & Prog."
"GTPBP8",2.55545632420675E-05,1.68644417791775,0.5,0.076,0.623889106991837,"BM & Prog."
"PHGR1",4.01302885330906E-05,1.97031652926718,1,0.418,0.979740864246874,"BM & Prog."
"UQCRQ",4.41339781882328E-05,2.17363844090407,1,0.662,1,"BM & Prog."
"RPLP0P2",6.49924385259575E-05,2.53965923897456,0.833,0.301,1,"BM & Prog."
"CENPX",6.97397907162936E-05,1.90390695793991,0.833,0.294,1,"BM & Prog."
"PPIA",8.51040420089277E-05,2.11660891708565,1,0.802,1,"BM & Prog."
"CYCS",0.000136417160626,1.74164138905817,1,0.543,1,"BM & Prog."
"RPL24",0.000141694143118,1.12785722637735,1,0.964,1,"BM & Prog."
"TMEM11",0.000152719609899,1.76767333333244,0.667,0.176,1,"BM & Prog."
"UBL5",0.000165774876924,1.64867642549328,1,0.749,1,"BM & Prog."
"GPX2",0.00018067675866,2.18458762728605,0.833,0.26,1,"BM & Prog."
"TUBA1B",0.000202807977259,1.8034909293822,1,0.598,1,"BM & Prog."
"RPL8",0.000213244699369,1.07104341992554,1,0.984,1,"BM & Prog."
"CCNA2",0.000249019793528,1.16919084768735,0.333,0.042,1,"BM & Prog."
"RPL10P9",0.000256581754362,1.82703259318704,1,0.441,1,"BM & Prog."
"TXN",0.000340800530898,1.80938942245809,1,0.655,1,"BM & Prog."
"AHCY",0.00039289182871,1.85374923334603,0.667,0.199,1,"BM & Prog."
"RAD51AP1",0.000394769460264,1.57744999086965,0.333,0.046,1,"BM & Prog."
"UQCRH",0.000430487414072,1.54191672544642,1,0.718,1,"BM & Prog."
"RPL21",0.000502355471975,1.08899430417198,1,0.994,1,"BM & Prog."
"RPL7A",0.000516310436519,1.25630694218339,1,0.97,1,"BM & Prog."
"YBX1",0.000624769490136,1.35104074712695,1,0.806,1,"BM & Prog."
"RPLP0",0.000670648631246,1.49194658826043,1,0.943,1,"BM & Prog."
"SIVA1",0.00078617746694,1.7826200843628,0.833,0.435,1,"BM & Prog."
"SLC25A10",0.000818149185227,1.56371904614292,0.333,0.05,1,"BM & Prog."
"BANF1",0.000844911796451,1.63564090224968,0.833,0.436,1,"BM & Prog."
"CDX1",0.000854381566334,1.83084117869496,0.5,0.115,1,"BM & Prog."
"SMIM22",0.00087806764063,2.18118650964289,0.667,0.21,1,"BM & Prog."
"KLK1",0.000899676340042,1.49310709676767,0.5,0.111,1,"BM & Prog."
"GINS2",0.000915975440199,1.22033399742243,0.333,0.05,1,"BM & Prog."
"H3F3A",0.000939035592776,1.18892712925982,1,0.924,1,"BM & Prog."
"LSM4",0.001000928012945,1.61217206647648,0.833,0.392,1,"BM & Prog."
"MT1G",0.001004327269164,2.73182541283217,0.5,0.116,1,"BM & Prog."
"ATP5F1D",0.001125352530323,1.72257229819099,1,0.727,1,"BM & Prog."
"TUBB4B",0.001152416627653,2.52604171140373,0.833,0.381,1,"BM & Prog."
"RPL35",0.001218007420807,1.3289883939807,1,0.984,1,"BM & Prog."
"GAPDH",0.00122476406476,1.12041545653889,1,0.926,1,"BM & Prog."
"SLC25A6",0.001294811754585,1.42297328108439,1,0.822,1,"BM & Prog."
"PKP3",0.001521923182079,1.68527216599212,0.5,0.125,1,"BM & Prog."
"LSM5",0.001542135046139,1.40508545813372,0.833,0.444,1,"BM & Prog."
"RRM2",0.001665246688934,0.971505541153008,0.333,0.053,1,"BM & Prog."
"CHCHD2",0.00182155963544,1.21471923870841,1,0.79,1,"BM & Prog."
"ELP3",0.001876765439321,1.42131680615262,0.333,0.057,1,"BM & Prog."
"ATP5MG",0.001886361575928,1.05758209518023,1,0.84,1,"BM & Prog."
"CMTM4",0.001937525767819,1.4639520328333,0.333,0.057,1,"BM & Prog."
"MRPL51",0.001941155457732,1.54542460223009,0.833,0.5,1,"BM & Prog."
"HMGB1",0.00201948992569,1.76781003538293,1,0.827,1,"BM & Prog."
"LGALS3",0.002036881989213,1.11624900746303,1,0.56,1,"BM & Prog."
"ATP5MF",0.002050054129148,1.14420917377759,1,0.626,1,"BM & Prog."
"GMPPA",0.002079858311158,1.71757402077075,0.5,0.132,1,"BM & Prog."
"RPS4X",0.002099474573744,1.15831098238832,1,0.986,1,"BM & Prog."
"CHCHD10",0.00217675939856,2.04819674695806,0.833,0.423,1,"BM & Prog."
"CLTA",0.002240318577264,1.34283389009968,0.833,0.518,1,"BM & Prog."
"FAM120A",0.002553573489771,2.01066500722016,0.667,0.276,1,"BM & Prog."
"COX7B",0.002722480726522,1.75643618170426,1,0.641,1,"BM & Prog."
"HES6",0.002783483531934,1.6510217883642,0.333,0.061,1,"BM & Prog."
"RPS3A",0.002895440828685,1.11669564539423,1,0.984,1,"BM & Prog."
"RMC1",0.002982069311299,1.20434042226591,0.333,0.06,1,"BM & Prog."
"TPI1",0.003004791542663,1.40012841717498,1,0.684,1,"BM & Prog."
"SNRPD1",0.003114132054579,1.39506589691585,0.833,0.452,1,"BM & Prog."
"PM20D2",0.003174797705321,1.20568830035536,0.333,0.061,1,"BM & Prog."
"RUVBL1",0.003179040568269,1.54215997836305,0.5,0.139,1,"BM & Prog."
"PPDPF",0.003207031556097,1.3471761197949,1,0.768,1,"BM & Prog."
"FKBP3",0.003739855839278,2.16950487364211,0.667,0.295,1,"BM & Prog."
"AC010132.3",0.00385700997885,1.0056541103191,0.5,0.135,1,"BM & Prog."
"GLMN",0.003902125629816,1.46097281883069,0.333,0.063,1,"BM & Prog."
"PRDX5",0.004188244775495,1.76003009166896,0.833,0.628,1,"BM & Prog."
"HMGN2",0.004273398662327,1.83431912114618,0.833,0.594,1,"BM & Prog."
"GADD45GIP1",0.004421308056218,1.73614201796778,0.833,0.512,1,"BM & Prog."
"RPS24",0.004438695958324,0.801278064294327,1,0.985,1,"BM & Prog."
"GCAT",0.004507751822927,1.2330207649087,0.333,0.065,1,"BM & Prog."
"RPL36",0.004582057099267,0.904795905354223,1,0.98,1,"BM & Prog."
"NDUFA11",0.004919923253437,1.45191563826898,1,0.645,1,"BM & Prog."
"EEF1AKMT4",0.00494995906297,1.68024135517293,0.333,0.067,1,"BM & Prog."
"HNRNPA1",0.005129781686925,0.846608615172424,1,0.892,1,"BM & Prog."
"HMGN5",0.005205680142215,1.01597792046896,0.333,0.066,1,"BM & Prog."
"FEN1",0.005294753482871,1.35223493134147,0.333,0.068,1,"BM & Prog."
"HMGA1",0.005306913515123,1.82771309887868,0.667,0.298,1,"BM & Prog."
"C11orf71",0.005333638871154,1.60743935851448,0.333,0.068,1,"BM & Prog."
"MKI67",0.00537394701223,1.1593472185602,0.333,0.066,1,"BM & Prog."
"RPL6",0.005444944589586,1.08180573779115,1,0.959,1,"BM & Prog."
"FAM96B",0.005475361271565,1.17730127704945,0.833,0.485,1,"BM & Prog."
"C10orf99",0.0056064830199,1.32313145565711,0.333,0.066,1,"BM & Prog."
"NUDCD1",0.006220483814399,1.36292818760983,0.333,0.07,1,"BM & Prog."
"MRPL14",0.006291439135326,1.97378806205249,0.667,0.331,1,"BM & Prog."
"TOMM34",0.006464138351163,1.53569049562007,0.333,0.071,1,"BM & Prog."
"SNRPG",0.006822061928489,1.32591936148343,0.833,0.557,1,"BM & Prog."
"RPL37A",0.006951691433241,0.852631000642918,1,0.983,1,"BM & Prog."
"EEF1B2",0.006958897877247,1.40474895336191,1,0.857,1,"BM & Prog."
"ACOT9",0.007007563371916,1.495349821779,0.5,0.16,1,"BM & Prog."
"SNU13",0.007086029890878,1.03192513702354,0.833,0.588,1,"BM & Prog."
"FABP1",0.007106279590536,0.806813138719323,0.667,0.263,1,"BM & Prog."
"AKR1C3",0.007112932795423,1.83955234828498,0.5,0.157,1,"BM & Prog."
"RPS17",0.007242769265615,1.10477033502568,1,0.983,1,"BM & Prog."
"TFAM",0.007258152746115,1.34927832447649,0.5,0.16,1,"BM & Prog."
"COX8A",0.007804751745481,1.72995281909759,0.833,0.695,1,"BM & Prog."
"TMEM141",0.007997018314743,1.83355775983252,0.667,0.331,1,"BM & Prog."
"PCLAF",0.008040051326293,1.94981584174346,0.5,0.163,1,"BM & Prog."
"SNORC",0.008065261735624,1.23557938077414,0.333,0.073,1,"BM & Prog."
"HSPD1",0.008190274197519,1.04312266498044,0.833,0.45,1,"BM & Prog."
"ATP5MC3",0.008301492617635,1.73567872760917,0.833,0.632,1,"BM & Prog."
"COX7C",0.008366722969993,1.21487049260628,0.833,0.888,1,"BM & Prog."
"EEF1G",0.008502475807102,0.95788962948674,1,0.953,1,"BM & Prog."
"C9orf152",0.008703958946022,1.38126725481729,0.333,0.074,1,"BM & Prog."
"ECHS1",0.008718770676834,1.69008816974798,0.667,0.346,1,"BM & Prog."
"RPL7",0.009809444996538,1.01176000969663,1,0.985,1,"BM & Prog."
"COL1A1",0,3.46901530877363,0.778,0.239,0,"Chondrocytes"
"DPT",0,3.46252303559557,0.641,0.085,0,"Chondrocytes"
"COL3A1",0,3.22085312904574,0.831,0.226,0,"Chondrocytes"
"COL1A2",0,3.17863724124161,0.895,0.244,0,"Chondrocytes"
"MGP",0,3.11311501979893,0.908,0.269,0,"Chondrocytes"
"LUM",0,2.94660683628109,0.895,0.217,0,"Chondrocytes"
"DCN",0,2.70746445634307,0.906,0.213,0,"Chondrocytes"
"SPARC",0,2.68203495169979,0.849,0.279,0,"Chondrocytes"
"COMP",0,2.67245251546053,0.317,0.027,0,"Chondrocytes"
"C7",0,2.60736740980078,0.35,0.036,0,"Chondrocytes"
"SFRP2",0,2.57696477692916,0.622,0.105,0,"Chondrocytes"
"BGN",0,2.5632206728231,0.724,0.153,0,"Chondrocytes"
"CCL11",0,2.56057820663121,0.312,0.037,0,"Chondrocytes"
"CTHRC1",0,2.54945819560128,0.502,0.116,0,"Chondrocytes"
"CYR61",0,2.51611849510107,0.628,0.134,0,"Chondrocytes"
"GSN",0,2.50837800356649,0.888,0.357,0,"Chondrocytes"
"TAGLN",0,2.48668684973421,0.657,0.189,0,"Chondrocytes"
"ASPN",0,2.48050357210736,0.622,0.066,0,"Chondrocytes"
"FN1",0,2.41113653336158,0.755,0.26,0,"Chondrocytes"
"CTGF",0,2.36666233572397,0.663,0.154,0,"Chondrocytes"
"ADH1B",0,2.24480063113201,0.449,0.077,0,"Chondrocytes"
"AEBP1",0,2.20781203343048,0.722,0.138,0,"Chondrocytes"
"TIMP3",0,2.20482559188264,0.728,0.174,0,"Chondrocytes"
"COL6A3",0,2.19229252477436,0.734,0.147,0,"Chondrocytes"
"FBLN1",0,2.18950568443065,0.779,0.118,0,"Chondrocytes"
"CCDC80",0,2.17899213382453,0.783,0.125,0,"Chondrocytes"
"SERPINF1",0,2.12219614730908,0.748,0.159,0,"Chondrocytes"
"RARRES2",0,2.08943548463753,0.891,0.221,0,"Chondrocytes"
"COL6A2",0,2.05630284088287,0.887,0.191,0,"Chondrocytes"
"CALD1",0,2.0549435957978,0.95,0.236,0,"Chondrocytes"
"TPM2",0,2.05276875694616,0.759,0.181,0,"Chondrocytes"
"MYL9",0,2.05272696519051,0.776,0.222,0,"Chondrocytes"
"SFRP4",0,2.02084669311477,0.344,0.049,0,"Chondrocytes"
"OGN",0,2.01602601707929,0.606,0.06,0,"Chondrocytes"
"MMP2",0,2.00618352166354,0.74,0.148,0,"Chondrocytes"
"MFAP4",0,1.99444653726294,0.693,0.112,0,"Chondrocytes"
"C1R",0,1.96038676681878,0.798,0.163,0,"Chondrocytes"
"CXCL12",0,1.95055364281298,0.583,0.115,0,"Chondrocytes"
"COL5A1",0,1.94839601959351,0.511,0.089,0,"Chondrocytes"
"C1S",0,1.93454403503645,0.841,0.158,0,"Chondrocytes"
"PCOLCE",0,1.91291812198875,0.737,0.136,0,"Chondrocytes"
"COL5A2",0,1.89321919169465,0.563,0.108,0,"Chondrocytes"
"LGALS1",0,1.86387985709596,0.991,0.642,0,"Chondrocytes"
"C1QTNF3",0,1.85799960493369,0.543,0.058,0,"Chondrocytes"
"THBS2",0,1.80003079654687,0.55,0.079,0,"Chondrocytes"
"SPON2",0,1.79549975180703,0.722,0.18,0,"Chondrocytes"
"CTSK",0,1.7880855583998,0.651,0.116,0,"Chondrocytes"
"COL6A1",0,1.78046893701884,0.811,0.195,0,"Chondrocytes"
"NNMT",0,1.7638895243582,0.633,0.18,0,"Chondrocytes"
"SERPING1",0,1.73647755462533,0.791,0.184,0,"Chondrocytes"
"SPARCL1",0,1.73190177866853,0.668,0.175,0,"Chondrocytes"
"CLEC11A",0,1.71713789798151,0.641,0.153,0,"Chondrocytes"
"VCAN",0,1.68468833568904,0.675,0.129,0,"Chondrocytes"
"COL12A1",0,1.68259167797816,0.541,0.094,0,"Chondrocytes"
"IGFBP6",0,1.6348469137845,0.649,0.176,0,"Chondrocytes"
"CNN3",0,1.63303759944519,0.785,0.207,0,"Chondrocytes"
"C3",0,1.60785444862577,0.516,0.097,0,"Chondrocytes"
"SDC2",0,1.59818254151491,0.696,0.134,0,"Chondrocytes"
"IGFBP7",0,1.59797922016082,0.816,0.317,0,"Chondrocytes"
"SULF1",0,1.55450621210752,0.483,0.069,0,"Chondrocytes"
"SRPX",0,1.53345933797712,0.464,0.073,0,"Chondrocytes"
"LAPTM4A",0,1.49864075592911,0.907,0.539,0,"Chondrocytes"
"THY1",0,1.49536019478093,0.612,0.127,0,"Chondrocytes"
"EMILIN1",0,1.48436063208934,0.614,0.092,0,"Chondrocytes"
"NUPR1",0,1.46233678505452,0.805,0.229,0,"Chondrocytes"
"PDGFRA",0,1.45751859905414,0.56,0.078,0,"Chondrocytes"
"SELENOM",0,1.45570898824423,0.864,0.405,0,"Chondrocytes"
"PTN",0,1.44273483725697,0.442,0.073,0,"Chondrocytes"
"MFGE8",0,1.42819245080959,0.67,0.171,0,"Chondrocytes"
"EFEMP2",0,1.42681425280948,0.649,0.118,0,"Chondrocytes"
"HTRA1",0,1.40802480185328,0.539,0.108,0,"Chondrocytes"
"SOD3",0,1.406291138214,0.594,0.148,0,"Chondrocytes"
"FSTL1",0,1.40159196717014,0.664,0.146,0,"Chondrocytes"
"MXRA8",0,1.39724011040513,0.587,0.095,0,"Chondrocytes"
"PRELP",0,1.37112402914825,0.501,0.06,0,"Chondrocytes"
"SSPN",0,1.36309850613681,0.62,0.132,0,"Chondrocytes"
"INHBA",0,1.3499110046022,0.353,0.052,0,"Chondrocytes"
"ISLR",0,1.33891391374584,0.554,0.08,0,"Chondrocytes"
"CRISPLD2",0,1.33842524945822,0.563,0.097,0,"Chondrocytes"
"TIMP2",0,1.3343358015218,0.703,0.213,0,"Chondrocytes"
"LRP1",0,1.31796873743664,0.654,0.154,0,"Chondrocytes"
"EFEMP1",0,1.30982613889477,0.539,0.097,0,"Chondrocytes"
"COL10A1",0,1.30881066441652,0.265,0.021,0,"Chondrocytes"
"SMOC2",0,1.30485288150736,0.383,0.046,0,"Chondrocytes"
"TSHZ2",0,1.29938768403476,0.53,0.122,0,"Chondrocytes"
"OLFML3",0,1.29686619332587,0.562,0.081,0,"Chondrocytes"
"TCF21",0,1.29357604283966,0.465,0.068,0,"Chondrocytes"
"COL14A1",0,1.29180857308116,0.503,0.091,0,"Chondrocytes"
"COL8A1",0,1.29168623795697,0.475,0.07,0,"Chondrocytes"
"ANGPTL2",0,1.26132121812533,0.525,0.088,0,"Chondrocytes"
"CAVIN1",0,1.26100586114571,0.733,0.191,0,"Chondrocytes"
"PMP22",0,1.25695469341181,0.707,0.231,0,"Chondrocytes"
"FXYD1",0,1.23529772378175,0.489,0.105,0,"Chondrocytes"
"NEXN",0,1.22441632537398,0.55,0.075,0,"Chondrocytes"
"LHFPL6",0,1.21645436169679,0.563,0.108,0,"Chondrocytes"
"CRYAB",0,1.21393510375326,0.488,0.101,0,"Chondrocytes"
"SCN7A",0,1.21002268177229,0.254,0.021,0,"Chondrocytes"
"FNDC1",0,1.18484174895665,0.402,0.029,0,"Chondrocytes"
"CFH",0,1.17852179455159,0.524,0.114,0,"Chondrocytes"
"ANTXR1",0,1.16882289569079,0.441,0.078,0,"Chondrocytes"
"TNC",0,1.16667874513318,0.36,0.043,0,"Chondrocytes"
"RCN3",0,1.15473429571267,0.476,0.098,0,"Chondrocytes"
"FKBP10",0,1.15367751244247,0.546,0.134,0,"Chondrocytes"
"MMP23B",0,1.13818111493275,0.459,0.065,0,"Chondrocytes"
"MXRA5",0,1.13353363822052,0.449,0.06,0,"Chondrocytes"
"GUCY1A1",0,1.12608650809039,0.359,0.054,0,"Chondrocytes"
"DKK3",0,1.10925144525345,0.463,0.079,0,"Chondrocytes"
"FIBIN",0,1.10308177742869,0.417,0.049,0,"Chondrocytes"
"FBN1",0,1.09962682339097,0.551,0.106,0,"Chondrocytes"
"CDH11",0,1.09370873481599,0.411,0.061,0,"Chondrocytes"
"GPNMB",0,1.08523258583679,0.568,0.142,0,"Chondrocytes"
"MRC2",0,1.07977270039399,0.476,0.069,0,"Chondrocytes"
"MFAP2",0,1.06738764814947,0.445,0.066,0,"Chondrocytes"
"ELN",0,1.04732694881358,0.425,0.065,0,"Chondrocytes"
"PDGFRL",0,1.03585238086228,0.403,0.033,0,"Chondrocytes"
"FXYD6",0,1.03282616212214,0.467,0.077,0,"Chondrocytes"
"CYBRD1",0,1.02293706677947,0.53,0.117,0,"Chondrocytes"
"CLMP",0,0.97409801962105,0.421,0.052,0,"Chondrocytes"
"TGFB1I1",0,0.973232716859123,0.529,0.124,0,"Chondrocytes"
"SGCE",0,0.973130878758287,0.428,0.089,0,"Chondrocytes"
"NDN",0,0.973021071372747,0.469,0.089,0,"Chondrocytes"
"CTSF",0,0.961790913692155,0.501,0.104,0,"Chondrocytes"
"RAB34",0,0.957500731719167,0.572,0.142,0,"Chondrocytes"
"HSPB6",0,0.945616484435545,0.362,0.053,0,"Chondrocytes"
"CNN1",0,0.930503761483088,0.297,0.041,0,"Chondrocytes"
"FMOD",0,0.920567941107084,0.422,0.056,0,"Chondrocytes"
"SNAI2",0,0.918556549713272,0.426,0.078,0,"Chondrocytes"
"GPX8",0,0.903295414016118,0.45,0.088,0,"Chondrocytes"
"FGFR1",0,0.90288359218189,0.477,0.1,0,"Chondrocytes"
"PDLIM4",0,0.896384211761548,0.485,0.102,0,"Chondrocytes"
"GAS1",0,0.887873343484657,0.332,0.043,0,"Chondrocytes"
"DDR2",0,0.872696833733703,0.478,0.083,0,"Chondrocytes"
"CPE",0,0.859468622328115,0.374,0.067,0,"Chondrocytes"
"MEIS2",0,0.837352623157858,0.399,0.073,0,"Chondrocytes"
"FAP",0,0.816638612181109,0.355,0.054,0,"Chondrocytes"
"OMD",0,0.813122587292765,0.281,0.025,0,"Chondrocytes"
"LOX",0,0.810703329838021,0.334,0.049,0,"Chondrocytes"
"GPC6",0,0.786180105672643,0.386,0.051,0,"Chondrocytes"
"BOC",0,0.767924429722847,0.296,0.034,0,"Chondrocytes"
"DPYSL3",0,0.763201583548637,0.421,0.079,0,"Chondrocytes"
"LOXL1",0,0.756077727012214,0.344,0.053,0,"Chondrocytes"
"TNFAIP6",0,0.753420512013059,0.318,0.049,0,"Chondrocytes"
"ANGPTL1",2.68671970149611E-298,0.850333730450699,0.278,0.04,6.55935747923261E-294,"Chondrocytes"
"IFITM3",1.8134844500216E-295,1.28764529103975,0.956,0.517,4.42744093628274E-291,"Chondrocytes"
"VCAM1",1.26680172639601E-294,0.899046878448471,0.334,0.057,3.09276973482322E-290,"Chondrocytes"
"VIM",3.93212641727049E-290,1.4193464078932,0.971,0.692,9.59989343512417E-286,"Chondrocytes"
"PPIC",1.60345601249564E-289,1.33865913634512,0.662,0.238,3.91467750890687E-285,"Chondrocytes"
"COX7A1",2.2765169072307E-283,1.01595944751878,0.501,0.124,5.55788837731303E-279,"Chondrocytes"
"NBL1",3.85947703188241E-281,1.60438845711036,0.638,0.236,9.42252722563772E-277,"Chondrocytes"
"CAVIN3",1.05278398794185E-280,1.08295557387297,0.703,0.237,2.57026682816124E-276,"Chondrocytes"
"COL16A1",2.79729723859446E-280,0.829712771395467,0.364,0.073,6.82932147830451E-276,"Chondrocytes"
"NFIC",1.14477585449769E-278,1.1040278826429,0.645,0.214,2.79485577117066E-274,"Chondrocytes"
"TSPAN4",5.94329661400429E-276,1.06757218417259,0.589,0.174,1.45099643534301E-271,"Chondrocytes"
"FBLN5",2.35042632007539E-270,0.943852076414273,0.392,0.082,5.73833081783206E-266,"Chondrocytes"
"TIMP1",4.39402644439594E-270,1.43093126497623,0.91,0.572,1.07275761613483E-265,"Chondrocytes"
"BEX3",1.20996458644875E-268,1.16225501349749,0.763,0.323,2.95400754135598E-264,"Chondrocytes"
"IGFBP5",9.16041217394445E-268,1.26506776243641,0.504,0.128,2.2364230281468E-263,"Chondrocytes"
"PALLD",4.5304652310036E-266,0.956476096543772,0.484,0.128,1.10606778149722E-261,"Chondrocytes"
"FBLN2",5.83665378463212E-265,0.947920536315615,0.392,0.082,1.42496065498009E-260,"Chondrocytes"
"CRABP2",2.28924839556263E-262,1.1595540097092,0.353,0.071,5.58897103292661E-258,"Chondrocytes"
"ECM1",3.11995937728228E-260,0.977738139141416,0.513,0.142,7.61706882369696E-256,"Chondrocytes"
"CD63",1.96661090621035E-258,1.14893238169563,0.974,0.719,4.80128386642195E-254,"Chondrocytes"
"LAMA4",2.25558896949818E-257,0.853074020635523,0.471,0.117,5.50679491013285E-253,"Chondrocytes"
"PDLIM3",3.13950155703056E-255,1.0102751856639,0.389,0.086,7.6647791013344E-251,"Chondrocytes"
"CPQ",1.09370468133888E-254,0.926911175992787,0.473,0.123,2.67017060902074E-250,"Chondrocytes"
"RERG",1.22244823378078E-252,0.867899576923683,0.306,0.056,2.98448511795239E-248,"Chondrocytes"
